question_id,image_filename,Marks,solution_image_id,solve_text,subject
13,1546.jpg,10.0,,"a1a2 + b1b2 = 36 + 20 = 56 > 0 (+ve) ⇒ স্থূল
.. সমদ্বিখণ্ডক, \frac{3x+4y+2}{5} = \frac{12x+5y-5}{13}
⇒ 39x + 52y + 26 = 60x + 25y - 25
⇒ 21x - 27y - 51 = 0 ⇒ 7x - 9y - 17 = 0
.. (1,-2) গামী লম্ব: 9x + 7y = 9(1) + 7(-2) = 9 - 14 = -5
:. 9x + 7y + 5 = 0 (Ans.)
নম্বর বণ্টনঃ
a1a2 + b1b2 = 56 > 0 (+ve); নির্ণয় করার জন্য ০২ নম্বর।
7x - 9y - 17 = 0; নির্ণয় করার জন্য ০৪ নম্বর।
9x + 7y + 5 = 0; নির্ণয় করার জন্য ০৪ নম্বর।",Math
14,1547.jpg,8.0,,"1 + sin 2φ + sin 2θ = cos (2φ + 2θ)
⇒ 2sin (φ + θ)cos (φ ~ θ) + 2sin²(φ + θ) = 0
⇒ 2sin (φ + θ) {cos (φ ~ θ) + sin (φ + θ)} = 0
∴ sin (φ + θ) = 0
φ + θ = nπ = 0, π [ : 0 ≤ φ, θ ≤ π/2 ]
∴ φ = θ = 0 বা, π/2
যদি, sin (φ + θ) + cos (φ ~ θ) = 0 হয় তবে,
sin (φ + θ) = -cos (φ ~ θ) যা সম্ভব নয়। কেননা 0 ≤ φ, θ ≤ π/2 এর জন্য sin (φ + θ) > 0, cos (φ ~ θ) > 0
∴ sin (φ + θ) + cos (φ ~ θ) ≠ 0
নম্বর বণ্টনঃ
2sin (φ + θ) {cos (φ ~ θ) + sin (φ + θ)} = 0 ; নির্ণয় করার
জন্য ০৪ নম্বর।
φ = θ = 0 বা, π/2 ; নির্ণয় করার জন্য ০৪ নম্বর।
sin (φ + θ) = -cos (φ ~ θ) যা সম্ভব নয়; লেখার জন্য ০২ নম্বর।",Math
15,1548.jpg,10.0,,"x = 0 তে f (0) = 8
lim_{x→0} \frac{(e^{x}-1) \cdot x^{4}}{sin(x^{2})ln(1+\frac{x^{2}}{2}) \cdot x^{2} \cdot x^{2}}
= 2k^{2} .. 2k^{2} = 8 ⇒ k^{2} = 4 ; k = ±2 ;k > 0 তাই k = 2 (Ans.)
নম্বর বণ্টনঃ
2k^{2} = 8; নির্ণয় করার জন্য ০৬ নম্বর।
k = ±2; নির্ণয় করার জন্য ০২ নম্বর।
k = 2; নির্ণয় করার জন্য ০২ নম্বর।",Math
16,1549.jpg,10.0,,"শীর্ষবিন্দুতে স্পর্শক: 2x + 3y - 5 = 0... (i)
ধরি, অক্ষের সমীকরণ: 3x - 2y + k = 0
(1,1) বসিয়ে, k = -1
.. অক্ষ: 3x - 2y - 1 = 0 ... (ii)
ধরি, নিয়ামক রেখার সমীকরণ, 2x + 3y + k = 0... (iii)
(i) ও (iii) এর মধ্যে দূরত্ব = /fraction{2}{\sqrt{13}} একক
/frac{|k+5|}{\sqrt{2^2+3^2}} = \sqrt{13} ⇒ |k + 5| = 13 ⇒ k = 8, -18
.. 2x + 3y + 8 = 0... (iv)
2x + 3y - 18 = 0... (v)
2x + 3y + 8 = 0 নিয়ামক রেখা হলে উপকেন্দ্র (ii) ও (v) এর ছেদবিন্দু (3, 4)
:: পরাবৃত্তের সমীকরণ: (x − 3)² + (y − 4)² = /fraction{(2x+3y+8)^2}{13}
আবার, 2x + 3y - 18 = 0 নিয়ামক রেখা হলে উপকেন্দ্র (ii) ও (iv) এর ছেদবিন্দু (-1,-2)
:: পরাবৃত্তের সমীকরণ: (x + 1)² + (y + 2)² = /fraction{(2x+3y-18)^2}{13}
নম্বর বণ্টনঃ
2x + 3y + 8 = 0 এবং 2x + 3y - 18 = 0; নির্ণয়ের জন্য ০৪ নম্বর।
(x - 3)² + (y - 4)² = /fraction{(2x+3y+8)²}{13}; নির্ণয়ের জন্য ০৩ নম্বর।
(x + 1)² + (y + 2)² = /fraction{(2x+3y-18)²}{13}; নির্ণয়ের জন্য ০৩ নম্বর।",Math
18,1550.jpg,10.0,,"প্রশ্নমতে, A = AT
অতএব, x - 2y + 2z = 3 ... ... ... (i)
2x + y + z = 0 ... ... (ii)
x + z = -2 ... ... (iii)
3  -2  2
0   1   1
X = Dx/D = |-2  0  1| = 11/1 = 11
1  -2  2
2   1   1
1   0   1
1   3   2
2   0   1
y = Dy/D = |1  -2  2| = -9/1 = -9
1  -2  1
2   1   1
1   0   1
1  -2  3
2   1   0
z = Dz/D = |1  -2  2| = -13/1 = -13
1   0   1
2   1   1
1   0   1
.: (x, y, z) = (11, -9, -13)
নম্বর বণ্টনঃ
A = AT; লেখার জন্য ০১ নম্বর।",Math
1,1552.jpg,10.0,1551.0,"R = \frac{\Delta V}{\Delta I} = \frac{dV}{dI} \implies dV = RdI
\implies \int_0^V dV = \int_0^{0.5} 0.5e^{-\frac{1}{2 \times 10^3}} \times dI = 10^3 [-e^{-\frac{1}{2 \times 10^3}}]_0^{0.5} = 0.25V

নম্বর বণ্টনঃ

\int_0^V dV = \int_0^{0.5} 0.5 RdI নির্ণয় করার জন্য ০৩ নম্বর।

মান বসানোর জন্য ০৩ নম্বর।

V = 0.25V নির্ণয় করার জন্য ০৪ নম্বর।

[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
2,1553.jpg,0.0,,"GMm
= mo²r ⇒  /frac{GM}{r³} = ω²
r²

:. ω = √/frac{GM}{r³} = 8.22 × 10⁻⁴ rads⁻¹

আবার, পৃথিবীর বেগ, ωe = /frac{2π}{T} = /frac{2π}{86400} = 7.27 × 10⁻⁵ rads⁻¹

:: আপেক্ষিক বেগ, ωR = ω - ωe = 7.493 × 10⁻⁴ rads⁻¹

[পৃথিবীর ঘূর্ণন পশ্চিম হতে পূর্ব দিকে]

এখন, S = Rθ .. θ = /frac{S}{R} = /frac{920}{6400} = 0.14375 rad

:. T = /frac{θ}{ωR} = 191.84 s [Ans.]

নম্বর বণ্টনঃ

ω = 8.22 × 10⁻⁴ rads⁻¹; নির্ণয় করার জন্য ০৩ নম্বর।

ωR = 7.493 × 10⁻⁴ rads⁻¹; নির্ণয় করার জন্য ০২ নম্বর।

θ = 0.14375 rad; নির্ণয় করার জন্য ০২ নম্বর।

T = 191.84 s; নির্ণয় করার জন্য ০৩ নম্বর।

[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
4,1554.jpg,3.0,,"S₁ = ∫₂₇₃²⁷³ ms(T)dT/T = ∫₂₇₃²⁷³ 5×(T³+4T²+4T)dT/T
= 5∫₂₇₃²⁷³ (T²+4T+4)dT = 3645416.667 JK⁻¹
S₂ = mlf/T = 5×10⁴/273 = 183.150J K⁻¹
S₃ = ∫₃₅₃²⁷³ ms(T)dT/T = ∫₃₅₃²⁷³ 5×e^(ln T⁻²) dT = ∫₃₅₃²⁷³ 5TdT = 1.252 × 10⁵ JK⁻¹
∴ S = S₁ + S₂ + S₃ = 3.77 × 10⁶ JK⁻¹

নম্বর বণ্টনঃ
S₁ = 3645416.667 JK⁻¹ নির্ণয় করার জন্য ০৩ নম্বর।
S₂ = 183.150J K⁻¹ নির্ণয় করার জন্য ০৩ নম্বর।
S₃ = 1.252 × 10⁵ JK⁻¹ নির্ণয় করার জন্য ০৩ নম্বর।
S = 3.77 × 10⁶ JK⁻¹ নির্ণয় করার জন্য ০১ নম্বর।
বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।",Physics
5,1555.jpg,0.0,,"τ = Eqlsin θ ⇒ τdθ = Eqlsin θdθ
⇒ ∫₀¹⁸⁰ W dW = Eq l ∫₀¹⁸⁰ sin θdθ ⇒ W = 2Eq l ... (i) এখন, কৃতকাজ = অর্জিত কৌণিক গতিশক্তি
⇒ 2Eq l = 1/2 Iω² ⇒ 2Eq l = 1/2 × (2ml)²/4 × ω²
⇒ 2Eq l = ml²ω²/4 ⇒ l = 3.92 µm [Ans.]
নম্বর বণ্টনঃ
W = 2Eq l ; নির্ণয় করার জন্য ০৩ নম্বর।
2Eq l = 1/2 × (2ml)²/4 × ω² ; নির্ণয় করার জন্য ০৩ নম্বর।
l = 3.92 µm ; নির্ণয় করার জন্য ০৪ নম্বর।
[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
6,1557.jpg,10.0,1556.0,"সমস্ত ভর ভরকেন্দ্রে ক্রিয়াশীল বিবেচনা করলে, Leff = L/2

A = mg/Leff = 1 = mgL/(2AY) = pgL^2/(2Y) = 6mm

বিকল্প:
এখানে,

dl = (pg/Y)dx [ : F = pgLA ]

=> ∫0^L dl = ∫0^L (pg/Y) dx => l = (pg/(2Y))[x^2]0^L = (pg/(2Y)) × L^2

= (L^2 A/2) × g × L / AY = m/2 × g × L / AY :: meff = m/2 [ : 1 = (meff × g × L)/(A × Y) ]

এখন,

1 = FL = (meff × g × L)/(A × Y) = (m/2 × g × L)/(A × Y) = (ALp/2 × g × L)/AY

= pgL^2/(2Y) = (1500 × 9.8 × 20^2)/(2 × 4.9 × 10^8) = 0.006 m (Ans.)

বি.দ্র: meff = m/2 বের করার জন্য কোনো নম্বর দেওয়া হবে না।

নম্বর বণ্টনঃ
1 = FL/AY ; সূত্রের জন্য ০১ নম্বর।
মান বসানোর জন্য ০২ নম্বর।
1 = 0.006 m : নির্ণয়ের জন্য ০৭ নম্বর।",Physics
7,1558.jpg,10.0,,"\frac{5}{2} \times nRT_0 = \frac{5}{2} \times n_1 \times RT + \frac{3}{2} \times n_2 \times RT
\Rightarrow \frac{5}{2} \times 5 \times 8.314 \times 300 = \frac{5}{2} \times 2 \times 8.314 \times T + \frac{3}{2} \times (3 \times 2) \times 8.314 \times T
\therefore T = \frac{\frac{5}{2} \times 5 \times 300}{2 \times 2 + \frac{3}{2} \times 6} = 267.86 \ K \ [Ans.]

নম্বর বণ্টনঃ

\frac{5}{2} \times nRT_0 = \frac{5}{2} \times n_1 \times RT + \frac{3}{2} \times n_2 \times RT ; লেখার জন্য ০৪ নম্বর।

সঠিকভাবে মান বসানোর জন্য ০৩ নম্বর।

T = 267.86 K; নির্ণয় করার জন্য ০৩ নম্বর।

[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও সূত্রের জন্য বরাদ্দকৃত নম্বর পাবে।]",Physics
8,1560.jpg,10.0,1559.0,"বলের গতিশক্তি, Ek = m2gh = 1 × 9.8 × \frac{10}{\tan 30°}= 169.74 J
এখন, দণ্ডের কৌণিক গতিশক্তি, E = বলের গতিশক্তি + দণ্ডের বিভবশক্তির পরিবর্তন।
⇒ \frac{1}{2}Iω² = Ek + m₁g×h_ [h = 1m ]
⇒ \frac{1}{2} × \frac{MI²}{3} × ω² = 169.74 + 1× 9.8 × 1 ⇒ ω² = \frac{6× 179.54}{m1²}
.:. ω = 32.82 rads¯¹ [Ans.]
নম্বর বণ্টনঃ
Ek = 169.74 J; নির্ণয় করার জন্য ০৩ নম্বর।
\frac{1}{2}Iω² = Ek + m₁g × h ; লেখার জন্য ০৪ নম্বর।
ω = 32.82 rads-1; নির্ণয় করার জন্য ০৩ নম্বর।
[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
9,1561.jpg,0.0,,"WK/WCa = 3/2 => MK/Mca = NK/Nca = 3/2 ... (i)
WK/WC1 = 2/3 => WK/MK x MC1/MK => NK/NC1 = 3/5 ... (ii)
∴ NCa : NK : NC1 = 2 : 3 : 5
=> NCa/2 = NK/3 = NC1/5 = NTotal/10
NK/NTotal = 3/10
t = ln(NTotal/NK) x 1/λ = 501.655 দিন [Ans.]
নম্বর বণ্টনঃ
NK = 3 ; নির্ণয় করার জন্য ০২ নম্বর।
NCa = 2 ; নির্ণয় করার জন্য ০২ নম্বর।
NK = 3 ; নির্ণয় করার জন্য ০২ নম্বর।
NC1 = 5 ; নির্ণয় করার জন্য ০২ নম্বর।
NK/NTotal = 3/10 ; নির্ণয় করার জন্য ০২ নম্বর।
t = 501.655 দিন ; নির্ণয় করার জন্য ০৪ নম্বর।
বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।",Physics
10,1562.jpg,10.0,,"d = a + b = (0.0005 + 0.002)mm = 2.5 × 10⁻⁶m
dsin θ = nλ ⇒ θ = sin⁻¹(/fraction{nλ}{d}/) = sin⁻¹(/fraction{1 × 5 × 10⁻⁷}{2.5 × 10⁻⁶}/) = 11.53°

নম্বর বণ্টনঃ
d = 2.5 × 10⁻⁶m নির্ণয় করার জন্য ০২ নম্বর।
θ = sin⁻¹(/fraction{nλ}{d}/) সূত্রের জন্য ০২ নম্বর।
মান বসানোর জন্য ০২ নম্বর।
θ = 11.53° নির্ণয় করার জন্য ০৪ নম্বর।

[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Physics
11,1563.jpg,10.0,,"T = 2π√(/fraction{L}{g}); r_e = /fraction{20}{2} = 10 mm = 0.01m; l = 1 m
T_e = T_h ⇒ /fraction{L_e}{g_e} = /fraction{L_h}{g_h}
⇒ /fraction{1+r_e}{1+r_h} = (/fraction{(R+h)}{R})^2 = 1.00225 /: L_h = 1 + r_h, L_e = 1 + r_e/
⇒ r_h = /fraction{1.00225}{1+r_e} - 1 = 0.00773 m = 7.73 mm (Ans.)
নম্বর বণ্টনঃ
/fraction{L_e}{g_e} = /fraction{L_h}{g_h}; সূত্রের জন্য ০১ নম্বর।
মান বসানোর জন্য ০২ নম্বর।
r_h = 7.73 mm; নির্ণয়ের জন্য ০৭ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Physics
12,1565.jpg,2.0,1564.0,"Tcosβ − mgsina − Nk = 0
⇒ Tcosβ − mgsina − (mgcosa − Tsinβ)k = 0
⇒ T = \frac{mgsina + kmgcosa}{cosβ + ksinβ}
Tmin হলে, cosβ + ksinβ maximum হবে
∴ \frac{d}{dβ}(cosβ + ksinβ) = 0 ⇒ tanβ = k ∴ β = tan⁻¹(k) (Ans.)
নম্বর বন্টন:
Tcosβ − mgsina − Nk = 0; নির্ণয়ের জন্য ০২ নম্বর।
N = mgcosa − Tsinβ; সমীকরণ বসানোর জন্য ০১ নম্বর।
T = \frac{mgsina + kmgcosa}{cosβ + ksinβ}; নির্ণয়ের জন্য ০২ নম্বর।
\frac{d}{dβ}(cosβ + ksinβ) = 0; নির্ণয়ের জন্য ০২ নম্বর।
β = tan⁻¹(k); নির্ণয়ের জন্য ০৩ নম্বর।",Physics
13,1566.jpg,10.0,,"ধরি, r₁ = 60i + 3j, r2 = 40i - 8j এবং r3 = ai – 52j
সুতরাং, AB = r₂ - r₁ = 40i – 8j – 60i – 3j = – 20i – 11j
আবার, BC = r₃ - r₂ = ai – 52j – 40i + 8j = (a - 40)i – 44j
যেহেতু, A, B এবং C বিন্দুগুলো হলো একরেখীয়, তাই লেখা যায় BC = n AB। এখানে, n হলো একটি স্কেলার রাশি যার মান n ≠ 0
.. (a – 40)i – 44j = n (-20i – 11j)
a- 40 = -20 n .... (i)
এবং - 44 = -11n: n = 4 ... (ii)
সমীকরণ (i) - এ n = 4 বসিয়ে পাই, a = - 40 [প্রমাণিত]
নম্বর বণ্টনঃ
AB = -20i – 11j; নির্ণয় করার জন্য ১.৫ নম্বর।
BC = (a - 40)i – 44j; নির্ণয় করার জন্য ১.৫ নম্বর।
(a - 40)i - 44j = n ( − 20i – 11j); নির্ণয় করার জন্য ০৩ নম্বর।
n = 4; নির্ণয় করার জন্য ০২ নম্বর।
a = - 40; প্রমাণ করার জন্য ০২ নম্বর।",Physics
14,1567.jpg,10.0,,"আয়তন পরিবর্তন, ΔV = 70ml = 70 × 10⁻⁶m³
P = hpHgg = 80 × 10³ × 13.6 × 10³ × 9.8 = 10662.4 Pa
ক্ষমতা = \frac{90×PΔV}{60} W
= \frac{3}{2} × 10662.4 × 70 × 10⁻⁶W = 1.12 W
η = \frac{1.12}{2} × 100% = 56% (Ans.)
নম্বর বণ্টনঃ
P = 10662.4 Pa; নির্ণয় করার জন্য ০৩ নম্বর।
ক্ষমতা = 1.12 W; নির্ণয় করার জন্য ০৩ নম্বর।
η = 56%; নির্ণয় করার জন্য ০৪ নম্বর।
বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।",Physics
15,1569.jpg,10.0,1568.0,"QAB = nCpdT = nCp (3To − To) = 2nCp To
QBC = nR (3To)ln \frac{3Po}{Po} = 3nRToln 3
QCD = nCpdT = nCp (To − 3To) = −2nCp To
QDA = nR (To)ln \frac{Po}{3Po} = −nRToln 3
Wnet = Qnet = 2nRToln 3 = 2 × 3 × 8.314 × 300ln 3 = 16440.953J (Ans.)
নম্বর বণ্টনঃ
QAB = 2nCp To; নির্ণয়ের জন্য ০২ নম্বর।
QBC = 3nRToln 3; নির্ণয়ের জন্য ০২ নম্বর।
QCD = −2nCp To; নির্ণয়ের জন্য ০২ নম্বর।
QDA = −nR Toln 3; নির্ণয়ের জন্য ০২ নম্বর।
Wnet = 16440.953J; নির্ণয়ের জন্য ০২ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
16,1570.jpg,10.0,,"W = mgh × \frac{n(n-1)}{2}
⇒ 58800 = 500 × 9.8 × 2 × \frac{n(n-1)}{2}
⇒ n² - n - 12 = 0 ⇒ n = 4, -3
.: 4 টি খন্ড রেখে মোট (4 × 2) = 8m উঁচু স্তম্ভ বানানো যাবে।
নম্বর বণ্টনঃ
W = mgh × \frac{n(n-1)}{2} ; সূত্রের জন্য ০১ নম্বর।
মান বসানোর জন্য ০১ নম্বর।
n = 4, -3; নির্ণয়ের জন্য ০৬ নম্বর।
4 টি খন্ড রেখে মোট 8m উঁচু স্তম্ভ বানানো যাবে; নির্ণয়ের জন্য ০২ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Physics
17,1572.jpg,10.0,1571.0,"তড়িৎ প্রবাহ, I = \frac{V}{R_{eq}} = \frac{V}{140\Omega + R_p} = \frac{10}{140 + \frac{1}{\frac{1}{4} + \frac{1}{50+75}}} = 0.0695 A

.. 40 Ω এর দুই প্রান্তের বিভব পার্থক্য = 40 × 0.0695 = 2.78 V
আবার, 50 Ω এর মধ্যদিয়ে তড়িৎ প্রবাহ, I_{50} = \frac{4}{4+(50+75)} \times I = 2.155 mA

.. 50 Ω এর দুই প্রান্তের বিভব পার্থক্য = 2.155 × 50 × 10^{-3} = 0.10775 V

নম্বর বণ্টনঃ
I = 0.0695 A; নির্ণয় করার জন্য ০৪ নম্বর।
I_{50} = 2.155 mA; নির্ণয় করার জন্য ০৩ নম্বর।
বিভব পার্থক্য = 0.10775 V; নির্ণয় করার জন্য ০৩ নম্বর।
বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।",Physics
18,1574.jpg,10.0,1573.0,"s = \frac{1}{2}at^2
a = \frac{2s}{t^2} = \frac{2 \times 5 \times \sin 30^\circ}{3.2^2} = 1.953 \, ms^{-2}
mgsin\theta - qE - \mu_s mgcos\theta = ma
\implies qE = mgsin\theta - \mu_s mgcos\theta - ma
= 0.1 \times 9.8 \times 0.5 - 0.25 \times 0.1 \times 9.8 \times \frac{\sqrt{3}}{2} - 0.1 \times 1.95
\implies E = 165.047 \, NC^{-1}
নম্বর বণ্টনঃ
a = 1.953 \, ms^{-2} ; নির্ণয় করার জন্য ০২ নম্বর।
mgsin\theta - qE - \mu_s mgcos\theta = ma ; লেখার জন্য ০৩ নম্বর।
সঠিকভাবে মান বসানোর জন্য ০৩ নম্বর।
E = 165.047 \, NC^{-1} ; নির্ণয় করার জন্য ০২ নম্বর।
[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও সূত্রের জন্য বরাদ্দকৃত নম্বর পাবে।]",Physics
1,1575.jpg,10.0,,"দ্রবণে PbBr2 এর অধঃক্ষেপণের শর্ত হলো:
Ksp < [Pb2+][Br¯]² ⇒ 4.6 × 10^-6 < (0.15) × [Br¯]² ⇒ [Br¯] > 5.54 × 10^-3M
দ্রবণে Br¯ আয়নের ঘনমাত্রা 5.54 × 10^-3M অতিক্রম করলে PbBr2 এর অধঃক্ষেপণ শুরু হবে।
আবার, [Ag+][Br¯] = 1.8 × 10^-10 .. [Ag+] = /fraction{1.8 × 10^-10}{5.54 × 10^-3} = 3.25 × 10^-8M
∴ PbBr2 এর অধঃক্ষেপন শুরুর মূহুর্তে [Ag+] = 3.25 × 10^-8M
নম্বর বণ্টনঃ
Ksp < [Pb2+][Br¯]²; শর্ত লেখার জন্য ০২ নম্বর।
দ্রবণে Br¯ আয়নের ঘনমাত্রা 5.54 × 10^-3M অতিক্রম করলে PbBr2 এর অধঃক্ষেপণ শুরু হবে; লেখার জন্য ০৪ নম্বর।
[Ag+] = 3.25 × 10^-8M; নির্ণয় করার জন্য ০৪ নম্বর।
[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Chemistry
2,1576.jpg,10.0,,"2KMnO4 + 10 FeSO4 + 8H2SO4 → 5 Fe2(SO4)3 + K2SO4+ 2MnSO4+ 8H2O
(ne)FeSO4 = (ne)KMnO4 :nFeSO4 = 5 × 20 × 10^-3 × 0.016 = 1.6 × 10^-3mol
.. 25 mL এ বিশুদ্ধ সবুজ ভিট্রিওল = (1.6×10^-3 × 277.85)g = 0.4446g
.. 150 mL এ বিশুদ্ধ সবুজ ভিট্রিওল = (/fraction{150}{25} × 0.4446) g = 2.667g
:: বিশুদ্ধতা = (/fraction{2.6677}{2.7} × 100% = 98.78%
নম্বর বণ্টনঃ
nFeSO4 = 1.6 × 10^-3mol; নির্ণয় করার জন্য ০৩ নম্বর।
150 mL এ বিশুদ্ধ সবুজ ভিট্রিওল= 2.667g; নির্ণয় করার জন্য ০৩ নম্বর।
বিশুদ্ধতা = 98.78%; নির্ণয় করার জন্য ০৪ নম্বর।
[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Chemistry
3,1577.jpg,10.0,,"ধরি, শুরুতে B এর ঘনমাত্রা a molL⁻¹
A (g) + 3B (g) ⇌ C (s) + 4D (g)
t = 0:     3a        a        0
t = t:     3a - x    a - 3x    4x
শর্তমতে, a - 3x =  1/2 * 4x = 2x
:: a = 5x
Kc = (4x)⁴ / (3 * 5x - x)(5x - 3x)³ = 4⁴x⁴ / 14x * 2³x³ = 2.2857
:: Δn = 0
:: Kp = Kc = 2.2857
C এর ভৌত অবস্থা কঠিন। তাই কিছু পরিমাণ C সরিয়ে ফেললে সাম্যাবস্থার উপর প্রভাব পড়বে না।
নম্বর বণ্টনঃ
a = 5x; নির্ণয় করার জন্য ০২ নম্বর।
Kc = 2.2857; নির্ণয় করার জন্য ০৪ নম্বর।
Kp = 2.857; নির্ণয় করার জন্য ০২ নম্বর।
'C এর ভৌত অবস্থা কঠিন। তাই কিছু পরিমাণ C সরিয়ে ফেললে সাম্যাবস্থার উপর প্রভাব পড়বে না'; লেখলে ০২ নম্বর।",Chemistry
4,1578.jpg,10.0,,"HCOOH + NaOH → HCOONa + H₂O
(0.1-0.02)	0.02	(0.1+0.02)	0.02

∴ pH = pKa + log \frac{n_{salt}}{n_{acid}} = -log(1.8 × 10⁻⁴) + log \frac{0.1+0.02}{0.1-0.02} = 3.9208

ΔpH = (3.9208 - 3.7) = 0.2208 (বৃদ্ধি)

নম্বর বণ্টন:
pH = pKa + log \frac{n_{salt}}{n_{acid}} সূত্রের জন্য ০২ নম্বর।
pH = 3.9208 নির্ণয়ের জন্য ০৬ নম্বর।
ΔpH = 0.2208 (বৃদ্ধি); নির্ণয়ের জন্য ০২ নম্বর।",Chemistry
5,1579.jpg,10.0,,"PbI2(s) = Pb2+ (aq) + 2I-(aq)
ধরি, বিশুদ্ধ পানিতে PbI2 এর দ্রাব্যতা S molL-1
Ksp = [Pb2+] × [I-]2
.. 1.4 × 10-8 = S × 4S2
.:. S = 1.52 × 10-3M
আবার, 0.1M NaI দ্রবণে PbI2 এর দ্রাব্যতা S₁M
তখন, [I-] = (0.1 + 2S1)
Ksp = [Pb2+] × [I-]2
⇒ 1.4 × 10-8 = S₁ × (0.1 + 2S₁)²
⇒ 1.4 × 10-8 = 0.01 S₁ [ 2S1 এর মান অনেক ছোট]
.:. S₁ = 1.4 × 10-6M
.:. 0.10M NaI দ্রবণে PbI2 এর দ্রাব্যতার তুলনায় বিশুদ্ধ পানিতে এর দ্রাব্যতার /frac{1.52× 10^-3}{1.4× 10^-6} বা, 1085.71 গুণ হবে।
নম্বর বণ্টনঃ
s = 1.52 × 10-3M; নির্ণয় করার জন্য ০৩ নম্বর।
S₁ = 1.4 × 10-6M; নির্ণয় করার জন্য ০৪ নম্বর।
'0.10M NaI দ্রবণে PbI2 এর দ্রাব্যতার তুলনায় বিশুদ্ধ পানিতে এর দ্রাব্যতা /frac{1.52× 10^-3}{1.4× 10^-6} বা, 1085.71 গুণ হবে'; নির্ণয় করার জন্য ০৩ নম্বর।
বিদ্রঃ একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি সঠিক মান বসালেও সূত্রের জন্য বরাদ্দকৃত নম্বর প্রদান করা হবে।",Chemistry
6,1580.jpg,7.0,,"P₁V₁   P₂V₂
──── = ────
T₁      T₂

=> P₁ × T₂ = V₂ =>  760 × (298 - 0.098h/10) = 2³ × h = 9252.0659 ≈ 9252m (Ans.)
     T₁     P₂    V₁      298 × (760 - 0.75h/10)   1³


নম্বর বণ্টনঃ

P₁V₁   P₂V₂
──── = ──── ; সূত্র লেখার জন্য ০২ নম্বর।
T₁      T₂

সঠিকভাবে মান বসানোর জন্য ০২ নম্বর।.

h = 9252.0659 ≈ 9252m ; নির্ণয় করার জন্য ০৬ নম্বর।

বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও সূত্রের জন্য বরাদ্দকৃত নম্বর পাবে।",Chemistry
